symbol,date,Close,High,Low,Open,Volume
,,ENSG,ENSG,ENSG,ENSG,ENSG
ENSG,2023-01-03,94.0219955444336,95.19590286564755,92.83813773346364,94.7382790068692,229000
ENSG,2023-01-04,95.38492584228516,95.80276296238945,93.88272811405494,94.02200462408953,245400
ENSG,2023-01-05,93.70365905761719,95.38492770152024,93.70365905761719,95.38492770152024,247200
ENSG,2023-01-06,95.58390045166016,97.59346700415725,94.1015884822927,94.93725515649994,256100
ENSG,2023-01-09,94.15133666992188,95.99178289032695,94.09164890180095,95.50431507400367,236700
ENSG,2023-01-10,93.70365905761719,94.50947425138138,92.8381485083885,94.20107734315077,245900
ENSG,2023-01-11,95.2357177734375,95.42473157956576,93.34552658214471,93.62407963538759,244500
ENSG,2023-01-12,97.24527740478516,97.34475954653412,94.67859716165711,95.5043133591752,196600
ENSG,2023-01-13,98.02124786376953,99.00613396131757,96.996567391876,96.996567391876,207100
ENSG,2023-01-17,94.1413803100586,97.78248573847918,93.15649424745325,97.78248573847918,268300
ENSG,2023-01-18,93.18635559082031,94.7383060660323,92.21141983626602,94.24088769615709,260600
ENSG,2023-01-19,93.17640686035156,94.43984610120981,92.93764059294406,93.65392421516353,195400
ENSG,2023-01-20,92.6789779663086,94.02200581001087,91.76372255882202,93.62406966632115,318400
ENSG,2023-01-23,92.6391830444336,93.97226038940046,91.59460162218298,92.92768655715044,256300
ENSG,2023-01-24,90.64950561523438,92.69886639910592,90.53012250151362,92.69886639910592,206000
ENSG,2023-01-25,91.32598876953125,91.34588215884934,89.7143509947749,90.28140746533737,193200
ENSG,2023-01-26,91.59461212158203,92.32084623201338,90.9877611442357,91.92291004506475,169400
ENSG,2023-01-27,90.90816497802734,91.41553376477626,89.84369012896643,91.26630675808529,265500
ENSG,2023-01-30,91.22651672363281,91.47522588328285,90.23168008503266,90.80868715702104,237500
ENSG,2023-01-31,92.76850128173828,92.76850128173828,90.89821144138043,92.13180654502072,269200
ENSG,2023-02-01,93.50468444824219,94.0220037004319,91.62444399124597,92.85803917800528,272200
ENSG,2023-02-02,93.4947509765625,93.72355915387517,92.40042459810633,93.37536784709422,388700
ENSG,2023-02-03,91.92290496826172,95.48442188025089,91.3359474171792,94.58906740656631,397700
ENSG,2023-02-06,89.89342498779297,92.56953754921575,89.35621237750735,92.02237444892485,278900
ENSG,2023-02-07,89.39601135253906,89.79394748324931,88.10272082523086,89.79394748324931,224700
ENSG,2023-02-08,89.3562240600586,89.53529495356577,88.16242316334478,89.03787664826818,230500
ENSG,2023-02-09,88.54045104980469,90.03270584277892,88.47081279639924,89.73425184818393,186900
ENSG,2023-02-10,90.00286102294922,90.50027928208787,88.3116343878776,88.62003886974377,223200
