symbol,date,Close,High,Low,Open,Volume
,,GOOG,GOOG,GOOG,GOOG,GOOG
GOOG,2025-01-02,190.18446350097656,192.74844896835342,188.2689527611631,191.03746092831022,17545200
GOOG,2025-01-03,192.6786346435547,194.0454279018482,190.90279595567074,192.27458239970693,12875000
GOOG,2025-01-06,197.49734497070312,199.09359640075925,194.6041135646996,194.6938995678703,19483300
GOOG,2025-01-07,196.25025939941406,201.66756118777226,195.48205476796934,197.8066109579893,16966800
GOOG,2025-01-08,194.933349609375,197.1780910904701,193.2971830943019,193.49671262577374,14335300
GOOG,2025-01-10,192.71852111816406,197.1581175305196,191.1521984392549,194.9632624166375,20753800
GOOG,2025-01-13,191.84059143066406,192.04013618821747,188.21908547261037,190.90280109655035,13169100
GOOG,2025-01-14,190.60348510742188,192.81829778917887,189.19677687544416,192.0500931540871,13651200
GOOG,2025-01-15,196.51962280273438,197.33771364214047,192.87815951038286,193.89577987401847,12894900
GOOG,2025-01-16,193.9556427001953,196.5196283665459,193.845899175293,195.3673289666353,13449600
GOOG,2025-01-17,197.0883026123047,198.3453523456224,194.85353230772373,197.5871340462902,22109100
GOOG,2025-01-21,199.16343688964844,203.36358890568238,198.97387851504385,200.0413698339001,19005200
GOOG,2025-01-22,199.5625,201.64761171687047,198.73443800219633,200.08128894793919,15477400
GOOG,2025-01-23,199.11355590820312,201.4680408724352,196.36001188825463,199.51261496391953,15170800
GOOG,2025-01-24,201.42813110351562,202.0965786351782,199.31707911067167,199.3829343605458,12732400
GOOG,2025-01-27,193.31712341308594,198.2056650032389,192.2496169188504,193.7361399588311,24970200
GOOG,2025-01-28,196.60943603515625,196.76905053041133,192.1598527797814,194.19507840821618,15939200
GOOG,2025-01-29,196.71914672851562,197.99616913812096,194.73380746771136,196.90870509923346,12287800
GOOG,2025-01-30,202.1564178466797,202.76299853350355,199.00579397760555,199.29311526162687,14571500
GOOG,2025-01-31,205.11947631835938,206.5960129894399,203.10419321413895,203.23887221086085,17060300
GOOG,2025-02-03,202.16639709472656,204.74036904623244,201.18869177494003,201.74238734350797,16719500
GOOG,2025-02-04,207.22454833984375,208.21222477597146,203.7825994771977,204.02204403120282,28285400
GOOG,2025-02-05,192.8482208251953,194.0952993157577,189.4661445677151,192.64869131133054,43666400
GOOG,2025-02-06,192.8582000732422,193.37698900958168,190.04479879639024,190.54363021356718,20816600
GOOG,2025-02-07,186.70262145996094,192.56389058817888,184.66739598425335,192.28953939908743,29565700
GOOG,2025-02-10,187.7601318359375,189.5459567340878,187.1715144502766,188.6181224342211,16606000
GOOG,2025-02-11,186.63278198242188,188.35873431474167,185.64509035825435,186.39833062218077,13028100
GOOG,2025-02-12,184.99661254882812,186.39334965443638,183.20083162081673,184.79708302606318,17632300
GOOG,2025-02-13,187.44090270996094,187.5506462333114,184.4479141347231,185.49544795755466,12729300
GOOG,2025-02-14,186.43324279785156,187.71024996559916,185.67502454922837,186.39334298397716,12714200
GOOG,2025-02-18,185.36575317382812,187.34112127548525,183.1509405174052,187.00191957357848,19796000
GOOG,2025-02-19,186.69265747070312,186.92211566800324,185.0664621235002,185.7498587527842,13120500
GOOG,2025-02-20,186.2037811279297,186.68265500108285,184.1685557496843,186.06410894729643,12063800
GOOG,2025-02-21,181.15560913085938,187.0318422867821,180.70666392519908,186.85225507064243,19520800
GOOG,2025-02-24,180.7665252685547,184.657404101475,180.45725223608233,183.37042578693251,18734000
GOOG,2025-02-25,176.95545959472656,180.33753613830848,176.35687100249555,179.7339543602925,20832500
GOOG,2025-02-26,174.2917022705078,177.66380767977438,173.18429586364456,176.53146579013645,23637200
GOOG,2025-02-27,169.81219482421875,176.17727324661973,169.35525745967232,175.5287985046505,25930500
GOOG,2025-02-28,171.8175048828125,172.0968492753803,167.99645417067657,169.90199395243576,30049800
GOOG,2025-03-03,168.2658233642578,174.5910023086314,167.24820297404042,173.32396620083026,24122000
GOOG,2025-03-04,172.2065887451172,174.75561007301968,167.14843068284262,167.54750496505613,30711400
GOOG,2025-03-05,174.58102416992188,175.33924244069115,170.53050029112018,171.91726623956112,18848000
GOOG,2025-03-06,173.80284118652344,176.31694045439366,172.10480803704692,172.14671730307447,19082400
GOOG,2025-03-07,175.33924865722656,176.48655486359908,171.84742862706844,172.83711457416246,16395300
GOOG,2025-03-10,167.60853576660156,170.24536574432202,165.3662358448488,169.95572060530762,28990700
GOOG,2025-03-11,165.78073120117188,168.45252282245698,163.044030416552,166.47988777970724,23705900
GOOG,2025-03-12,168.79710388183594,169.3264663611627,165.28132561649218,168.2677414025092,19880100
GOOG,2025-03-13,164.5322265625,167.91815603552024,163.87303051854863,167.7783247243221,15206200
GOOG,2025-03-14,167.41876220703125,168.04801074979082,164.31249524714883,165.11653674517166,18611100
GOOG,2025-03-17,166.37002563476562,168.2577559168053,165.6109283265474,167.12410882849613,17839100
GOOG,2025-03-18,162.47470092773438,166.24017903407955,158.60935202299166,165.76075957654993,24616800
GOOG,2025-03-19,166.0803680419922,167.93114021621946,162.85425014963062,163.71820190289233,24955700
GOOG,2025-03-20,164.8518524169922,166.82947106241681,162.94414180808522,163.62831699346756,19981500
GOOG,2025-03-21,166.0504150390625,166.27015214587064,162.83427946538407,163.1838653827072,29882100
GOOG,2025-03-24,169.72598266601562,170.29530566607272,167.2389817975791,169.06178773975245,18742800
GOOG,2025-03-25,172.58255004882812,172.70241634620135,170.3452490374626,170.9744823266741,13841600
GOOG,2025-03-26,166.9393310546875,171.7335712212968,166.66065907251976,171.0943402151135,22498000
GOOG,2025-03-27,163.8830108642578,167.23897752920905,163.65329126470644,166.50985821904274,21571200
GOOG,2025-03-28,155.8726348876953,163.61333038479785,155.1525074562642,162.16507427536936,34866500
GOOG,2025-03-31,156.0424346923828,156.9413633467702,152.02727185371793,154.62414129418428,33591600
GOOG,2025-04-01,158.6892547607422,159.8878110018008,155.06860690809398,155.11355105258087,20111400
