symbol,title,published_date
GOOGL,Opinion: Selling money-making stocks in a bull market is a tough call but you’ll thank yourself when the bears take charge,2021-12-30T23:49:00.000000Z
GOOGL,International Business Machines Corp. stock outperforms competitors on strong trading day,2021-12-30T22:00:00.000000Z
GOOGL,It Was a Wild Year for Tech. 1 Big Tech Stock Now Looks Particularly Attractive.,2021-12-30T21:44:00.000000Z
