symbol,title,published_date
CAT,Caterpillar (CAT) Price Target Raised by Barclays Analyst | CAT Stock News,2025-07-21T14:33:35.000000Z
CAT,"Caterpillar Inc. (CAT): Trump’s Bill “Is Made” For Caterpillar, Says Jim Cramer",2025-07-21T12:34:41.000000Z
CAT,Barclays Raises Price Target for Caterpillar (CAT) Amid Sector Optimism | CAT Stock News,2025-07-21T11:46:36.000000Z
