symbol,title,published_date
GOOG,International Business Machines Corp. stock outperforms competitors on strong trading day,2021-12-30T22:00:00.000000Z
GOOG,"House Speaker Nancy Pelosi Loads Call Options In Alphabet, Micron, Roblox, Salesforce And Disney",2021-12-30T20:11:40.000000Z
GOOG,"Pelosi's husband bets big on Google, Salesforce, Disney after speaker defends lawmaker transactions",2021-12-30T19:57:55.000000Z
