symbol,title,published_date
MSFT,Opinion: Selling money-making stocks in a bull market is a tough call but you’ll thank yourself when the bears take charge,2021-12-30T23:49:00.000000Z
MSFT,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 0.25% By Investing.com,2021-12-30T22:25:04.000000Z
MSFT,It Was a Wild Year for Tech. 1 Big Tech Stock Now Looks Particularly Attractive.,2021-12-30T21:44:00.000000Z
